2026-05-19 20:42:24 -> 
2026-05-19 20:42:24 -> ====================================
2026-05-19 20:42:24 -> REAL AUTO TRADING BOT STARTED
2026-05-19 20:42:24 -> ====================================
2026-05-19 20:42:24 -> MARKET CLOSED | ATM CE = 0 | ATM PE = 0 | WAITING FOR OPEN = 12h 32m 35s
2026-05-19 20:42:40 -> MARKET CLOSED | ATM CE = 0 | ATM PE = 0 | WAITING FOR OPEN = 12h 32m 19s
2026-05-19 20:43:17 -> 
2026-05-19 20:43:17 -> ====================================
2026-05-19 20:43:17 -> REAL AUTO TRADING BOT STARTED
2026-05-19 20:43:17 -> ====================================
2026-05-19 20:44:31 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:33 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:35 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:37 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:39 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:41 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:43 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:45 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:47 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:49 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:51 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:53 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:55 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:44:58 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:00 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:00 -> 5M CLOSED -> O=53409.15 H=53409.15 L=53409.15 C=53409.15
2026-05-19 20:45:02 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:04 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:06 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:08 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:10 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:12 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:14 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:16 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:18 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:20 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:23 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:25 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:27 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:29 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:31 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:33 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
2026-05-19 20:45:35 -> LIVE BNF = 53409.15 | ATM = 53400 | CE = 690.25 | PE = 659.0
